,0
10835,1-505970
10836,1-304833
10837,1-155943
10838,1-456969
10839,1-362726
10840,1-631516
10841,1-231891
10842,1-84542
10843,1-48557
10844,1-628689
10845,1-273366
10846,1-246442
10847,1-494714
10848,1-44726
10849,1-399396
10850,1-514541
10851,1-130689
10852,1-42874
10853,1-428421
10854,1-297987
10855,1-268457
10856,1-245010
10857,1-286309
10858,1-458814
10859,1-118911
10860,1-280256
10861,1-358690
10862,1-465462
10863,1-198233
10864,1-125056
10865,1-331417
10866,1-368816
10867,1-490315
10868,1-300703
10869,1-354843
10870,1-169777
10871,1-223017
10872,1-171009
10873,1-379841
10874,1-500485
10875,1-354838
10876,1-365588
10877,1-297440
10878,1-509410
10879,1-446064
10880,1-418253
10881,1-484025
10882,1-560222
10883,1-38000
10884,1-632258
10885,1-244930
10886,1-244064
10887,1-110357
10888,1-456132
10889,1-209191
10890,1-565509
10891,1-32786
10892,1-363656
10893,1-328741
10894,1-399714
10895,1-520623
10896,1-25632
10897,1-631171
10898,1-78765
10899,1-624536
10900,1-457401
10901,1-303919
10902,1-444573
10903,1-443320
10904,1-537337
10905,1-258653
10906,1-369540
10907,1-584618
10908,1-453696
10909,1-606422
10910,1-159436
10911,1-542578
10912,1-85796
10913,1-231911
10914,1-169669
10915,1-144565
10916,1-617020
10917,1-220222
10918,1-51826
10919,1-268078
10920,1-153898
10921,1-149228
10922,1-358901
10923,1-520010
10924,1-592701
10925,1-568848
10926,1-55823
10927,1-43956
10928,1-87112
10929,1-290562
10930,1-515265
10931,1-201913
10932,1-147649
10933,1-549081
10934,1-82714
10935,1-387468
10936,1-211019
10937,1-529137
10938,1-232333
10939,1-380351
10940,1-436070
10941,1-335172
10942,1-50094
10943,1-210863
10944,1-412673
10945,1-258030
10946,1-135056
10947,1-497151
10948,1-591294
10949,1-37796
10950,1-389650
10951,1-136248
10952,1-329662
10953,1-148954
10954,1-306190
10955,1-82089
10956,1-558253
10957,1-212402
10958,1-186289
10959,1-432134
10960,1-214432
10961,1-232137
10962,1-148921
10963,1-13803
10964,1-211292
10965,1-323298
10966,1-507247
10967,1-394960
10968,1-360309
10969,1-62221
10970,1-428743
10971,1-20738
10972,1-575838
10973,1-239687
10974,1-329761
10975,1-317575
10976,1-50801
10977,1-548322
10978,1-257984
10979,1-6078
10980,1-223357
10981,1-70064
10982,1-239832
10983,1-282020
10984,1-341982
10985,1-480
10986,1-500565
10987,1-327685
10988,1-324730
10989,1-211177
10990,1-114059
10991,1-582428
10992,1-534459
10993,1-94971
10994,1-196630
10995,1-240805
10996,1-142045
10997,1-186523
10998,1-76126
10999,1-567164
11000,1-248883
11001,1-401670
11002,1-638548
11003,1-124097
11004,1-461891
11005,1-4415
11006,1-605982
11007,1-544116
11008,1-560838
11009,1-606602
11010,1-364849
11011,1-82763
11012,1-444671
11013,1-285970
11014,1-455263
11015,1-245975
11016,1-401987
11017,1-400614
11018,1-494708
11019,1-215320
11020,1-499731
11021,1-147488
11022,1-435500
11023,1-425038
11024,1-35282
11025,1-433263
11026,1-625352
11027,1-197718
11028,1-410033
11029,1-296457
11030,1-178957
11031,1-50409
11032,1-458504
11033,1-458676
11034,1-19282
11035,1-16910
11036,1-564274
11037,1-124128
11038,1-226992
11039,1-420263
11040,1-312052
11041,1-331535
11042,1-421988
11043,1-592574
11044,1-62719
11045,1-529298
11046,1-80476
11047,1-188753
11048,1-35937
11049,1-116661
11050,1-400633
11051,1-323774
11052,1-210844
11053,1-429481
11054,1-418128
11055,1-638124
11056,1-24519
11057,1-285052
11058,1-283039
11059,1-200304
11060,1-222057
11061,1-176122
11062,1-334781
11063,1-78558
11064,1-535388
11065,1-351441
11066,1-78143
11067,1-35814
11068,1-80855
11069,1-3429
11070,1-34056
11071,1-506552
11072,1-426412
11073,1-86164
11074,1-40776
11075,1-177972
11076,1-501404
11077,1-272423
11078,1-227701
11079,1-417298
11080,1-48929
11081,1-370219
11082,1-483385
11083,1-455515
11084,1-304209
11085,1-327478
11086,1-51326
11087,1-311771
11088,1-381446
11089,1-33849
11090,1-593610
11091,1-7356
11092,1-536676
11093,1-68500
11094,1-146380
11095,1-145140
11096,1-275778
11097,1-516380
11098,1-536369
11099,1-272315
11100,1-605468
11101,1-29577
11102,1-423250
11103,1-504748
11104,1-301727
11105,1-300968
11106,1-329618
11107,1-185418
11108,1-260743
11109,1-398632
11110,1-11285
11111,1-335676
11112,1-544475
11113,1-41072
11114,1-34021
11115,1-2653
11116,1-339618
11117,1-322784
11118,1-179069
11119,1-379920
11120,1-555211
11121,1-224427
11122,1-146944
11123,1-333479
11124,1-428420
11125,1-490765
11126,1-81564
11127,1-443650
11128,1-591101
11129,1-587785
11130,1-638830
11131,1-91678
11132,1-638
11133,1-388984
11134,1-574586
11135,1-515405
11136,1-605249
11137,1-105006
11138,1-641156
11139,1-641244
11140,1-576535
11141,1-327074
11142,1-425913
11143,1-117962
11144,1-209744
11145,1-41022
11146,1-235575
11147,1-558251
11148,1-612003
11149,1-104844
11150,1-4472
11151,1-69302
11152,1-418664
11153,1-135983
11154,1-404231
11155,1-216980
11156,1-567379
11157,1-443830
11158,1-534648
11159,1-479259
11160,1-518730
11161,1-499627
11162,1-85449
11163,1-71269
11164,1-61065
11165,1-489786
11166,1-623640
11167,1-137557
11168,1-340367
11169,1-606105
11170,1-281843
11171,1-183720
11172,1-196017
11173,1-487185
11174,1-61557
11175,1-566210
11176,1-456408
11177,1-444711
11178,1-245405
11179,1-471325
11180,1-402487
11181,1-358544
11182,1-638568
11183,1-464096
11184,1-605601
11185,1-605776
11186,1-484329
11187,1-210159
11188,1-341499
11189,1-210784
11190,1-313171
11191,1-409567
11192,1-456907
11193,1-372038
11194,1-74301
11195,1-474101
11196,1-633214
11197,1-456639
11198,1-456587
11199,1-463728
11200,1-391360
11201,1-343699
11202,1-617691
11203,1-551114
11204,1-248965
11205,1-419504
11206,1-394473
11207,1-156487
11208,1-155705
11209,1-324715
11210,1-603793
11211,1-369994
11212,1-259867
11213,1-342861
11214,1-343310
11215,1-108290
11216,1-500756
11217,1-37601
11218,1-399543
11219,1-209591
11220,1-399312
11221,1-379896
11222,1-461900
11223,1-630052
11224,1-26071
11225,1-403576
11226,1-109250
11227,1-319646
11228,1-53328
11229,1-432608
11230,1-102801
11231,1-530677
11232,1-546965
11233,1-607814
11234,1-353825
11235,1-321167
11236,1-541051
11237,1-129675
11238,1-380276
11239,1-134793
11240,1-276237
11241,1-160832
11242,1-14566
11243,1-505511
11244,1-18593
11245,1-527105
11246,1-72242
11247,1-377176
11248,1-240652
11249,1-64195
11250,1-113841
11251,1-314144
11252,1-178549
11253,1-103860
11254,1-512083
11255,1-428190
11256,1-71950
11257,1-532126
11258,1-536987
11259,1-520326
11260,1-605088
11261,1-346155
11262,1-461178
11263,1-50293
11264,1-217557
11265,1-627634
11266,1-137411
11267,1-343682
11268,1-76744
11269,1-360179
11270,1-387599
11271,1-516355
11272,1-79648
11273,1-480296
11274,1-460758
11275,1-228978
11276,1-340582
11277,1-427198
11278,1-493776
11279,1-436599
11280,1-628224
11281,1-42585
11282,1-503702
11283,1-175169
11284,1-307593
11285,1-351041
11286,1-299204
11287,1-486227
11288,1-516620
11289,1-565300
11290,1-7958
11291,1-197736
11292,1-29874
11293,1-463365
11294,1-186611
11295,1-227694
11296,1-83413
11297,1-64723
11298,1-634109
11299,1-589672
11300,1-211067
11301,1-351026
11302,1-30131
11303,1-406089
11304,1-37155
11305,1-565222
11306,1-396301
11307,1-331930
11308,1-633414
11309,1-327638
11310,1-539616
11311,1-944
11312,1-157360
11313,1-234362
11314,1-496526
11315,1-379829
11316,1-310438
11317,1-456734
11318,1-525672
11319,1-222722
11320,1-640452
11321,1-627332
11322,1-493305
11323,1-296316
11324,1-182460
11325,1-220420
11326,1-519768
11327,1-603039
11328,1-18437
11329,1-74187
11330,1-396524
11331,1-631782
11332,1-631009
11333,1-139405
11334,1-433650
11335,1-413786
11336,1-152769
11337,1-563761
11338,1-605978
11339,1-518629
11340,1-411077
11341,1-139622
11342,1-443302
11343,1-218322
11344,1-59340
11345,1-456387
11346,1-304877
11347,1-218243
11348,1-226332
11349,1-289694
11350,1-199536
11351,1-585704
11352,1-388762
11353,1-560170
11354,1-351302
11355,1-619687
11356,1-358815
11357,1-283914
11358,1-89106
11359,1-445089
11360,1-456643
11361,1-81387
11362,1-620354
11363,1-407369
11364,1-333132
11365,1-421314
11366,1-211084
11367,1-445797
11368,1-44660
11369,1-281828
11370,1-137915
11371,1-330076
11372,1-176155
11373,1-559668
11374,1-630241
11375,1-308576
11376,1-358124
11377,1-398025
11378,1-164608
11379,1-84127
11380,1-387234
11381,1-249779
11382,1-352695
11383,1-408622
11384,1-379199
11385,1-617169
11386,1-352569
11387,1-261653
11388,1-304545
11389,1-128765
11390,1-512670
11391,1-38352
11392,1-447329
11393,1-94514
11394,1-74517
11395,1-135512
11396,1-506548
11397,1-522679
11398,1-33835
11399,1-574992
11400,1-327159
11401,1-441099
11402,1-265134
11403,1-482617
11404,1-583421
11405,1-498117
11406,1-603624
11407,1-216973
11408,1-513567
11409,1-520656
11410,1-118383
11411,1-6362
11412,1-521372
11413,1-219952
11414,1-302096
11415,1-198029
11416,1-496512
11417,1-565792
11418,1-470580
11419,1-589884
11420,1-567968
11421,1-597772
11422,1-239867
11423,1-407814
11424,1-397019
11425,1-464133
11426,1-459464
11427,1-137365
11428,1-86157
11429,1-11115
11430,1-493699
11431,1-568997
11432,1-364419
11433,1-427419
11434,1-444505
11435,1-57528
11436,1-524597
11437,1-309415
11438,1-67927
11439,1-123195
11440,1-405213
11441,1-567454
11442,1-125829
11443,1-458705
11444,1-72607
11445,1-627331
11446,1-415566
11447,1-447501
11448,1-238933
11449,1-189283
11450,1-371911
11451,1-506739
11452,1-274706
11453,1-101750
11454,1-341317
11455,1-576551
11456,1-156317
11457,1-539222
11458,1-8041
11459,1-113663
11460,1-103625
11461,1-622417
11462,1-47973
11463,1-40404
11464,1-339092
11465,1-75910
11466,1-444253
11467,1-138034
11468,1-248249
11469,1-387742
11470,1-66850
11471,1-399129
11472,1-233531
11473,1-114417
11474,1-54809
11475,1-565934
11476,1-487432
11477,1-596726
11478,1-307812
11479,1-273185
11480,1-506103
11481,1-102066
11482,1-585207
11483,1-327761
11484,1-577986
11485,1-633525
11486,1-356392
11487,1-7258
11488,1-51776
11489,1-632850
11490,1-576850
11491,1-528555
11492,1-43823
11493,1-441084
11494,1-53488
11495,1-421260
11496,1-97069
11497,1-363828
11498,1-493533
11499,1-499665
11500,1-441842
11501,1-228236
11502,1-423379
11503,1-504717
11504,1-112757
11505,1-605504
11506,1-633648
11507,1-183684
11508,1-248993
11509,1-363009
11510,1-422179
11511,1-109056
11512,1-351622
11513,1-460065
11514,1-384222
11515,1-634525
11516,1-294729
11517,1-322183
11518,1-47248
11519,1-256755
11520,1-46482
11521,1-494084
11522,1-164621
11523,1-220125
11524,1-323420
11525,1-419251
11526,1-531722
11527,1-551029
11528,1-79887
11529,1-275271
11530,1-586481
11531,1-605984
11532,1-257627
11533,1-457875
11534,1-271834
11535,1-2315
11536,1-151258
11537,1-304859
11538,1-307678
11539,1-279410
11540,1-500569
11541,1-489884
11542,1-313536
11543,1-84875
11544,1-413590
11545,1-117388
11546,1-150899
11547,1-469658
11548,1-351913
11549,1-152047
11550,1-68903
11551,1-560627
11552,1-41749
11553,1-296644
11554,1-277052
11555,1-274130
11556,1-475949
11557,1-466370
11558,1-356713
11559,1-70759
11560,1-17033
11561,1-574825
11562,1-420704
11563,1-156521
11564,1-392138
11565,1-124420
11566,1-135606
11567,1-1216
11568,1-167582
11569,1-365288
11570,1-444363
11571,1-284982
11572,1-502597
11573,1-169513
11574,1-404358
11575,1-131017
11576,1-147158
11577,1-134884
11578,1-593643
11579,1-215532
11580,1-462599
11581,1-41289
11582,1-156233
11583,1-230129
11584,1-467267
11585,1-1439
11586,1-575002
11587,1-80655
11588,1-491054
11589,1-226040
11590,1-338117
11591,1-443680
11592,1-321221
11593,1-230850
11594,1-104574
11595,1-366060
11596,1-447424
11597,1-42867
11598,1-259456
11599,1-78730
11600,1-513580
11601,1-207146
11602,1-472388
11603,1-248077
11604,1-310933
11605,1-351506
11606,1-476924
11607,1-221434
11608,1-473271
11609,1-479402
11610,1-196890
11611,1-508309
11612,1-343654
11613,1-323703
11614,1-484624
11615,1-221298
11616,1-482043
11617,1-609171
11618,1-529222
11619,1-157395
11620,1-487667
11621,1-307338
11622,1-200833
11623,1-178335
11624,1-464288
11625,1-224404
11626,1-64743
11627,1-244652
11628,1-272496
11629,1-225299
11630,1-451328
11631,1-457238
11632,1-90313
11633,1-284764
11634,1-57870
11635,1-272289
11636,1-447413
11637,1-482975
11638,1-80653
11639,1-257018
11640,1-564926
11641,1-300969
11642,1-451877
11643,1-125573
11644,1-549337
11645,1-460684
11646,1-425173
11647,1-304336
11648,1-394796
11649,1-285782
11650,1-29751
11651,1-69637
11652,1-335408
11653,1-126457
11654,1-565023
11655,1-340053
11656,1-387155
11657,1-456388
11658,1-416745
11659,1-511822
11660,1-494239
11661,1-110549
11662,1-516679
11663,1-502960
11664,1-351315
11665,1-327157
11666,1-367710
11667,1-304128
11668,1-178095
11669,1-230557
11670,1-232455
11671,1-6670
11672,1-605520
11673,1-474830
11674,1-464604
11675,1-221874
11676,1-148691
11677,1-447623
11678,1-443486
11679,1-89133
11680,1-493721
11681,1-246252
11682,1-353802
11683,1-528681
11684,1-42896
11685,1-386733
11686,1-248352
11687,1-565506
11688,1-341070
11689,1-430744
11690,1-456297
11691,1-74340
11692,1-592173
11693,1-556829
11694,1-118790
11695,1-298311
11696,1-350058
11697,1-244631
11698,1-304836
11699,1-220087
11700,1-110335
11701,1-384821
11702,1-306639
11703,1-605644
11704,1-398867
11705,1-370885
11706,1-244527
11707,1-560417
11708,1-175238
11709,1-133936
11710,1-530327
11711,1-380335
11712,1-422202
11713,1-594224
11714,1-576172
11715,1-435261
11716,1-455806
11717,1-393948
11718,1-511569
11719,1-441361
11720,1-403127
11721,1-170284
11722,1-102750
11723,1-94554
11724,1-217931
11725,1-560295
11726,1-421404
11727,1-361706
11728,1-266507
11729,1-475978
11730,1-234605
11731,1-168209
11732,1-339413
11733,1-124167
11734,1-295272
11735,1-570583
11736,1-2843
11737,1-156838
11738,1-229
11739,1-510262
11740,1-188110
11741,1-201320
11742,1-335239
11743,1-40325
11744,1-421145
11745,1-249808
11746,1-494614
11747,1-167166
11748,1-306227
11749,1-589287
11750,1-404171
11751,1-185875
11752,1-437342
11753,1-72275
11754,1-188987
11755,1-185249
11756,1-240651
11757,1-544265
11758,1-316920
11759,1-454858
11760,1-568648
11761,1-220839
11762,1-171164
11763,1-322787
11764,1-584877
11765,1-248020
11766,1-342311
11767,1-197186
11768,1-252726
11769,1-609100
11770,1-321
11771,1-411291
11772,1-434016
11773,1-66669
11774,1-446750
11775,1-339094
11776,1-419101
11777,1-303711
11778,1-124341
11779,1-395956
11780,1-546207
11781,1-49908
11782,1-236891
11783,1-275091
11784,1-200281
11785,1-449759
11786,1-266460
11787,1-493222
11788,1-64972
11789,1-420709
11790,1-29571
11791,1-401052
11792,1-2668
11793,1-244247
11794,1-491024
11795,1-1839
11796,1-348018
11797,1-66691
11798,1-400629
11799,1-229010
11800,1-449101
11801,1-80414
11802,1-419859
11803,1-638514
11804,1-631540
11805,1-263429
11806,1-450258
11807,1-389539
11808,1-210357
11809,1-295299
11810,1-329857
11811,1-309113
11812,1-259734
11813,1-548033
11814,1-403620
11815,1-17744
11816,1-446665
11817,1-512978
11818,1-134308
11819,1-491282
11820,1-263083
11821,1-470973
11822,1-301865
11823,1-488326
11824,1-574917
11825,1-516339
11826,1-447770
11827,1-128656
11828,1-233231
11829,1-528426
11830,1-83307
11831,1-516200
11832,1-110526
11833,1-485466
11834,1-90328
11835,1-591047
11836,1-354241
11837,1-565863
11838,1-294387
11839,1-201391
11840,1-423696
11841,1-209478
11842,1-538304
11843,1-47458
11844,1-278136
11845,1-530699
11846,1-13187
11847,1-272985
11848,1-41801
11849,1-269331
11850,1-438562
11851,1-422040
11852,1-444327
11853,1-602547
11854,1-151175
11855,1-327739
11856,1-43865
11857,1-336890
11858,1-383751
11859,1-540345
11860,1-43773
11861,1-195979
11862,1-355911
11863,1-325830
11864,1-418104
11865,1-121923
11866,1-462815
11867,1-409240
11868,1-412352
11869,1-421027
11870,1-349466
11871,1-129511
11872,1-631890
11873,1-247634
11874,1-466016
11875,1-465131
11876,1-497513
11877,1-76957
11878,1-425521
11879,1-347755
11880,1-251833
11881,1-299684
11882,1-118449
11883,1-75045
11884,1-377439
11885,1-407164
11886,1-314279
11887,1-105874
11888,1-445669
11889,1-67439
11890,1-532003
11891,1-576294
11892,1-424491
11893,1-85518
11894,1-75887
11895,1-31375
11896,1-11714
11897,1-634001
11898,1-388252
11899,1-100952
11900,1-533146
11901,1-232444
11902,1-633934
11903,1-444056
11904,1-516588
11905,1-624940
11906,1-91339
11907,1-628758
11908,1-592247
11909,1-242273
11910,1-314449
11911,1-605029
11912,1-122138
11913,1-565942
11914,1-351478
11915,1-303015
11916,1-366669
11917,1-102241
11918,1-403670
11919,1-587560
11920,1-409717
11921,1-5570
11922,1-36295
11923,1-247904
11924,1-404033
11925,1-534590
11926,1-254219
11927,1-215113
11928,1-185502
11929,1-591272
11930,1-353734
11931,1-71034
11932,1-94997
11933,1-29065
11934,1-160657
11935,1-446700
11936,1-200830
11937,1-471751
11938,1-167678
11939,1-455662
11940,1-603996
11941,1-136754
11942,1-401711
11943,1-222462
11944,1-148753
11945,1-605265
11946,1-481046
11947,1-538232
11948,1-513736
11949,1-444325
11950,1-189923
11951,1-335372
11952,1-498797
11953,1-123252
11954,1-272819
11955,1-60776
11956,1-166256
11957,1-378164
11958,1-195478
11959,1-307311
11960,1-24003
11961,1-582721
11962,1-564536
11963,1-391369
11964,1-189930
11965,1-272321
11966,1-623625
11967,1-453262
11968,1-33733
11969,1-165164
11970,1-46469
11971,1-476925
11972,1-620040
11973,1-412128
11974,1-533189
11975,1-210114
11976,1-505116
11977,1-593748
11978,1-477720
11979,1-547744
11980,1-497409
11981,1-347212
11982,1-427759
11983,1-559586
11984,1-629160
11985,1-347528
11986,1-421561
11987,1-234388
11988,1-397286
11989,1-95247
11990,1-506835
11991,1-423726
11992,1-196580
11993,1-110164
11994,1-535566
11995,1-31626
11996,1-631986
11997,1-592004
11998,1-534307
11999,1-286173
12000,1-540169
12001,1-339057
12002,1-300805
12003,1-274055
12004,1-456740
12005,1-352717
12006,1-490742
12007,1-4507
12008,1-404140
12009,1-558772
12010,1-149720
12011,1-438425
12012,1-188330
12013,1-149235
12014,1-533383
12015,1-587780
12016,1-84820
12017,1-169214
12018,1-294564
12019,1-443722
12020,1-250959
12021,1-421450
12022,1-504939
12023,1-592031
12024,1-82900
12025,1-334907
12026,1-417612
12027,1-38319
12028,1-136950
12029,1-423166
12030,1-405813
12031,1-322308
12032,1-121566
12033,1-517826
12034,1-605979
12035,1-234842
12036,1-508408
12037,1-351890
12038,1-546805
12039,1-244204
12040,1-186338
12041,1-311187
12042,1-530659
12043,1-638275
12044,1-508312
12045,1-392864
12046,1-7324
12047,1-456521
12048,1-361637
12049,1-75781
12050,1-245524
12051,1-71516
12052,1-271488
12053,1-285805
12054,1-100885
12055,1-494227
12056,1-273477
12057,1-31869
12058,1-28070
12059,1-268564
12060,1-102356
12061,1-400613
12062,1-442636
12063,1-454105
12064,1-540574
12065,1-458714
12066,1-269937
12067,1-165573
12068,1-257710
12069,1-68935
12070,1-460580
12071,1-235847
12072,1-151812
12073,1-445091
12074,1-80742
12075,1-341684
12076,1-307956
12077,1-565176
12078,1-451848
12079,1-453993
12080,1-500829
12081,1-478357
12082,1-131943
12083,1-79593
12084,1-498123
12085,1-70547
12086,1-350568
12087,1-625359
12088,1-638714
12089,1-76920
12090,1-160505
12091,1-84984
12092,1-200971
12093,1-35233
12094,1-140045
12095,1-499823
12096,1-457126
12097,1-431758
12098,1-505448
12099,1-135568
12100,1-45520
12101,1-347605
12102,1-149586
12103,1-513265
12104,1-145894
12105,1-136268
12106,1-447833
12107,1-456496
12108,1-352635
12109,1-83801
12110,1-607269
12111,1-419373
12112,1-245576
12113,1-422469
12114,1-518693
12115,1-33042
12116,1-47305
12117,1-82432
12118,1-165359
12119,1-498498
12120,1-223651
12121,1-138401
12122,1-428768
12123,1-388430
12124,1-383107
12125,1-516796
12126,1-62897
12127,1-89470
12128,1-30329
12129,1-493236
12130,1-120509
12131,1-92626
12132,1-216697
12133,1-380728
12134,1-494141
12135,1-38166
12136,1-227524
12137,1-46819
12138,1-189197
12139,1-270260
12140,1-380289
12141,1-202091
12142,1-480232
12143,1-474435
12144,1-354820
12145,1-90101
12146,1-118337
12147,1-300138
12148,1-329363
12149,1-184676
12150,1-14358
12151,1-358638
12152,1-146420
12153,1-420535
12154,1-86238
12155,1-353931
12156,1-206309
12157,1-232985
12158,1-302531
12159,1-444818
12160,1-126774
12161,1-85445
12162,1-357526
12163,1-631641
12164,1-443278
12165,1-492610
12166,1-297266
12167,1-440877
12168,1-390318
12169,1-318770
12170,1-109865
12171,1-39795
12172,1-97296
12173,1-276759
12174,1-352997
12175,1-187133
12176,1-119819
12177,1-623755
12178,1-34189
12179,1-79375
12180,1-368043
12181,1-78943
12182,1-112381
12183,1-240369
